VendorAddress,VendorID,VendorINN,VendorNm 
"г.Казань, ул.Короленко, 58",17601,7726320638,"ЗАО ""Роста"""
"Республика Казахстан, г.Шымкент, ул., Байтулы Баба",17610,,"ТОО ""Ак-Ниет"""
"Республика Казахстан, г.Алматы, ул.Фурманова 91/97",17611,,"ТОО ""Аптека №2"""
"Республика Казахстан, г.Шымкент, ул.Казыбек би 195 б",17612,,"ТОО ""Медикус Центр"""
"607033, Россия, Нижегородская область, Выксунский район, пос. Досчатое",17614,5247004494,"АО ""Медтехника"""
"Республика Казахстан, г.Шымкент, ул.Ташенова 30а",17615,,"ТОО ""Мерей II"""
"Республика Казахстан, г.Шымкент, ул.Алдиярова 76",17616,,"НПО ""Зерде"""
"398016, г.Липецк, ул.Гагарина, 80А",17617,4825058440,"ООО ""Липецк ФармКомплект"""
"347873, г.Гуковов, ул.Магистральная, 2",17622,6144013040,"ООО ""Восток"""
"г.Петропавловск-Камчатский, ул.Тушканова, 9, кв.1, г.Петропавловск-Камчатский, пр-т Победы, 79А",17628,4101008613,"ООО ""Камчатсбытфармация"""
"623856, г.Ирбит, ул.Кирова, 172",17632,6611000252,"ОАО ""Ирбитский химико-фармацевтический завод"""
"680000, г.Хабаровск, ул.Калинина, 94, оф.11",17634,7723123462,"ЗАО ""Компания ""Интермедсервис"", Дальневосточный филиал"
"422570, с.Верхний Услон, Печищенский тракт, 1",17639,1615003270,"ООО ""Бизон"""
"644103, г.Омск, ул.Седова, 55Б",17641,5507071978,"ООО ""МФЦ ""Лекком"""
"420136, г.Казань, ул.Мусина 74-143",17642,1657000785,"ООО ""МКФ ""Селена"""
"г.Курган, ул.Ленина, 5",17644,4501008199,"ООО ""Полло"""
"456300, г.Миасс, ул.Лихачева, 27",17646,7415045410,"ООО ""Нью-Фарм"""
"г.Москва, ул.Щепкина, 25/20",17655,7702671210,"ООО ""Прима-Фарм"""
"127051, г.Москва, Большой Каретный пер., 24/12, стр.1",17656,7707697420,"ООО ""Митра"""
"г.Кемерово, пр-т Кузнецкий, 121",17663,4205170554,"ООО ""Топхан"""
"г.Воронеж, ул.Владимира Невского, 23Б",17673,3662047694,"ЗАО ""Фармсервис"""
"г.Орел, ул.Тамбовская, 6-8",17674,575200349491,ИП Белевский
"г.Орел, пер.Рыночный, 7",17676,5752044290,"ООО ""Бьюти-Сервис"""
"Самара, Волжский пр-т,д.19",17677,6315559717,"ООО ""Фитолюкс"""
"115201 г.Москва Каширский проезд, 21, стр.10",17681,7717584930,"ООО ""Витабиотикс"""
"394026,г.Воронеж, ул.Машиностроителей, 2",17683,3662147258,"ООО ""Лайт-Косметик"""
"394065, г.Воронеж, пр-т Патриотов, 57-а",17684,3665067917,"ООО ""Мелодия здоровья"""
"г.Курск, ул.Пучковка, 19В, ком.49",17686,4632050268,"ООО ""Медитек"""
"г.Брянск, ул.Ульянова, 103, корп.А",17687,7725203410,"ООО ""Медком-МП"", филиал г.Орел"
"124498 г.Москва,г.Зеленоград, проезд 4806, 6",17688,7735114141,"ООО ""Мир лечебной косметики"""
"г.Орел, ул.Межквартальная, 3",17694,5752038031,"ООО ""Паритет"""
"129337, г.Москва, Ярославское шоссе, 116, стр.3",17695,7716212023,"ООО ""Премьер-продукт"""
"394007, г.Воронеж, ул.Машиностроителей, 2",17699,3663028750,"ООО ""Рута-Регион"""
"302010, г.Орел, ул.Автогрейдерная, 4",17700,575300457170,ИП Сергеева Л.А.
"394031, г.Воронеж, ул.Грамши, 73А",17701,3666092507,"ООО ""СиЭс Медика Черноземье"""
"г.Москва, ул.М.Юшуньская, 1, корп.1",17703,7706027230,"ЗАО ""Партнер"""
"428022, г.Чебоксары, Складской пр-д, 6",17704,7729350817,"ЗАО ""Аптека-Холдинг"""
"443002, г.Самара, ул.Ново-Садовая, 3",17707,7727102343,"ООО ""Елена Импекс"""
"424006, г.Йошкар-Ола, ул.Карла Маркса, 121",17708,1215001662,"ОАО ""Марбиофарм"""
"117556, г.Москва, б-р Черноморский, 4, стр.1, оф.3",17709,7726063966,"ООО ""Новомед"""
"105066 г.Москва, ул.Нижняя Красносельская, 40/12, корп. 6",17711,7701506045,"ООО ""Тетрафарм"""
"249030, г.Обнинск, ул.Королева, 4",17713,4025062616,"ЗАО ""Мир-Фарм"""
"109387, г.Москва, ул.Тихая, 24",17714,7723189632,"ЗАО ""Интерлизинг-Фарм"""
г.Орел,17719,7729350817,"ЗАО ""Аптека-Холдинг"""
"г.Калининград, Московский пр-т, 133, кв.51",17721,3906076156,"ООО ""Лювита"""
"г.Пермь, ул.Куйбышева, 97-55",17723,590400835943,ИП Тетерин А.П
"станица Преградная, ул.Подгорная, 62А",17734,0912001280,"ОАО ""Флора Кавказа"""
"109651, г. Москва, ул. Перерва, д. 9",17740,7723733387,"ООО ""Джодас Экспоим"""
"г.Чапаевск, ул.1 Монтажная, 12 Б",17741,6330037754,"ООО ""Лина"""
"109052, г.Москва, ул.Нижегородская, 102, стр. 2",17742,7729112227,"ЗАО ""Фармсервис"""
"117574, г.Москва, пр-д Одоевского, 2, корп.А",17743,7717582281,"ООО ""Славянка"""
"109180, г.Москва, ул.Большая Якиманка, 25-27/2, стр.1",17745,7706113344,"ООО ""Фармос-Анна"""
"119017, г.Москва, Пыжевский пер, 5, корп.1",17746,7706599893,"ООО ""Эн.Си.Фармасьютикалз"""
"115201 г.Москва, Каширское шоссе, 22, корп. 3",17747,7724615139,"ООО ""Омега плюс"""
"680009, г.Хабаровск, ул.Почтовая, 51",17755,2724077570,"ООО ""Вита-Бад плюс"""
"614000, г.Пермь, ул.Хлебозаводская, 22",17756,5907021964,"ООО ""Импульс"""
"198320, г.Санкт-Петербург, ул.Свободы, 52",17759,7807010200,"ЗАО ""Иммунотекс"""
"603141, г.Нижний Новгород, ул.Геологов, 1, лит.""ММ""",17762,7813040517,"ООО ""Медико фармацевтическая фирма ""Аконит"""
"г.Оренбург, ул.Беляевская, 6",17768,5610112868,"ООО ""ОК ""Вита Плюс"""
"109240, г.Москва ул.Земляной вал, 52/16",17769,7709749434,"ЗАО ""Фармасофт"""
"420075, г.Казань, ул.Липатова, 2",17770,1657022228,"ООО ""Генезис-Казань"""
"630091, г.Новосибирск, Красный пр-т, 65",17771,5406228848,"ООО ""Генезис-Новосибирск"""
"443109, г.Самара, ул.Товарная, 5",17773,7726320638,"ЗАО ""Роста"""
"344012, г.Ростов-на-Дону, ул.Юфимцева, 17/18",17774,6161035809,"ЗАО ""Генезис-Ростов"""
"Ярославская обл., пос. Ивняки, Центральная ул., д. № 7",17775,7604129602,"ООО ""ПУЛЬС Ярославль"""
"410019, г.Саратов, ул.Танкистов, 28",17776,6453046759,"ЗАО ""СПС ""Генезис"""
"357600, г.Ессентуки, ул.Пятигорская, 135",17777,2626036840,"ООО ""Фирма ""Флора"""
"143420, Красногорский р-н, п/о Архангельское, СО УДП РФ",17778,5024037457,"ЗАО ""Научно-производственная компания ""Катрен"""
"460014, г.Оренбург, Южный пер., 35",17780,5610084339,"ООО ""Доктор Столетов-Оренбург"""
"105094, г.Москва, Семеновская наб., 2/1, стр.1",17781,7701184655,"ЗАО ""Фармацевтическая акционерная компания ""Балтимор"""
"117342, г.Москва, ул.Введенского, 8",17783,7736011653,"ООО ""Геофарм"""
"367000, г.Махачкала, ул.Пушкина, 16",17785,0500000030,"ГУ ""Аптечное управление"""
"пос.Рощино, ул.Ленина, 5",17792,7451003399,"ОГУП ""Областной аптечный склад"", филиал ""Челябинск Центральный"", Аптека №316"
"г.Тюмень, ул.Дружбы, 128, к.1, стр.25",17799,5908035470,"ООО ""Годовалов"""
"440023, г.Пенза, ул.Измайлова, 24-26",17801,5834042279,"ООО ""Фампа"""
"г.Москва, Комсомольская пл.3, стр.1",17805,7708509581,"ЗАО ""Национальная дистрибьюторская компания"""
"г.Химки, Вашутинское ш., 11",17812,5047009329,"ФГУП ""НПЦ ""Фармзащита"""
"353740, станица Ленинградская, ул.Кооперации, 141,квартал 91",17822,2341011768,"ООО ""Ленмедснаб-Доктор W"", Аптечный пункт №87"
"362008, г.Владикавказ, ул.Маркуса, 50, 362015, г.Владикавказ, ул.Гагарина, 43А",17824,1501029500,"ООО ""Ирфарм-Сервис"""
"170015, Калининский р-н, Дубровки, 45",17825,7706168336,"ООО ""АБОЛмед"", филиал Тверской"
